Function	Function2	Gene Name	kon_ESC_C57	koff_ESC_C57	freq_ESC_C57	Mean Expression_ESC_C57	Entropy_ESC_C57	kon_ESC_CAST	koff_ESC_CAST	freq_ESC_CAST	Mean Expression_ESC_CAST	Entropy_ESC_CAST	kon_MAF_C57	koff_MAF_C57	freq_MAF_C57	Mean Expression_MAF_C57	Entropy_MAF_C57	kon_MAF_CAST	koff_MAF_CAST	freq_MAF_CAST	Mean Expression_MAF_CAST	Entropy_MAF_CAST
NOTCH	Signaling	Hnf1b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Hoxd3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Hp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Ift74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Ift88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Ift172	0.34985722	5.18222009	0.34985722	0.43	0.83640023	0.16535866	1.27791483	0.16535866	0.38	0.868149581	0.03992273	0.23832605	0.00199614	0.32	0.906682028	0.13578061	0.91325797	2.77556E-17	0.37	0.878472222
NOTCH	Signaling	Il2ra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Il6st	0.46580532	3.86573899	0.46580532	1.69	0.704822695	0.53224974	138.9989099	0.53224974	1.1	0.748371689	0.7572764	2.31244195	0.7572764	6.13	0.520613814	0.94885919	119.6328671	0.94885919	5.42	0.552393457
NOTCH	Signaling	Il17a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Itgb1bp1	0.6658755	94.93424371	0.6658755	1.19	0.71018095	0.39537262	2.24858892	0.39537262	1.11	0.733191489	0.57245257	0.90935443	0.57245257	3.3	0.548197868	0.69066592	28.27781111	0.65613262	3.74	0.621283482
NOTCH	Signaling	Jag1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01941636	160.3294293	1.01941636	1.2	0.678205504	NA	NA	NA	NA	NA
NOTCH	Signaling	Jag2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Kcna5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Kctd10	0.29819013	1.11573303	0.01490951	0.62	0.787793953	0.29848952	111.7551535	0.29848952	0.51	0.850816428	0.94265779	4.38563721	0.94265779	8.21	0.515773459	0.88889841	14.36796216	0.80000857	5.96	0.556033857
NOTCH	Signaling	Kit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Krt19	0.11393758	0.85964571	0.11393758	0.56	0.865175858	0.135773545	48.7431882	0.13577354	0.5	0.905705996	0.1918772	3.88767239	0.20147106	2.73	0.815504076	0.15453477	17.9825148	0.15453477	1.87	0.860947396
NOTCH	Signaling	Lfng	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Llgl1	0.70171864	3.41885297	0.03508593	0.6	0.750501807	0.52351694	2.22808446	0.52351694	0.91	0.722461621	0.634187058	815.864266	0.66589641	0.64	0.763789683	NA	NA	NA	NA	NA
NOTCH	Signaling	Llgl2	0.69336333	1.6909704	0.69336333	3.96	0.533664048	0.85063784	2.3746141	0.85063784	3.75	0.508619131	0.185461848	112.029031	0.18546185	0.47	0.877519448	0.128948925	61.6688512	0.12894892	0.28	0.916964286
NOTCH	Signaling	Maml1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Maml2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Maml3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Mesp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Mesp2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Mfng	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Mib1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Mib2	0.5861646	9.51283534	0.5861646	0.58	0.767362505	NA	NA	NA	NA	NA	0.31977781	16.44660164	0.3357667	0.33	0.862117347	0.34201258	88.67371297	0.34201258	0.52	0.831708716
NOTCH	Signaling	Mmp14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Ncstn	0.82382926	5.56956698	0.82382926	1.02	0.676456984	0.84541946	338.9601183	0.84541946	1.26	0.678685747	1.48221128	43.15032099	1.48221128	4.54	0.485044194	0.72741229	1.74719581	0.72741229	3.49	0.536128618
NOTCH	Signaling	Nepro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Neurl1a	NA	NA	NA	NA	NA	0.1437698	2.31702844	0.1437698	0.28	0.898297872	0.11244737	2.47578294	0.11244737	0.3	0.914583333	0.12665559	1.65501261	0.00633278	0.14	0.930165816
NOTCH	Signaling	Neurl1b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Neurod4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Nfkbia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Nkap	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Nle1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Nod2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Notch1	0.15126272	5.15757921	0.15126272	0.28	0.922340426	0.19225224	7.52336043	0.19225224	0.33	0.906028369	0.117456945	92.1062047	0.11745695	0.55	0.927716565	0.08050272	1.44468461	0.08050272	0.47	0.925892857
NOTCH	Signaling	Notch2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Notch3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Notch4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Nr0b2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Nr1h4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Nrarp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Nrip2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Numb	0.43658583	57.88937933	0.45841512	0.51	0.864281109	0.3830214	2.13143579	0.3830214	0.57	0.843875791	0.31133316	106.9335023	0.31133316	0.54	0.857894272	0.28259349	19.77021756	0.29672317	0.48	0.865277778
NOTCH	Signaling	Onecut1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Ovol2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Pdcd10	0.18875058	0.34672416	0.00943753	1.02	0.861229314	0.19777928	0.46194483	0.19777928	1.65	0.854415622	0.06238023	0.25950372	0.06238023	1.37	0.936936546	0.0530009	0.18569894	0.0530009	1.15	0.933446223
NOTCH	Signaling	Perp	0.1123369	2.16643906	0.1123369	0.22	0.912360689	NA	NA	NA	NA	NA	0.02491559	0.9059092	0.02491559	0.26	0.955208333	NA	NA	NA	NA	NA
NOTCH	Signaling	Pgam2	0.03693294	1.3739577	0.00184665	0.1	0.963356974	0.03399056	1.70831382	0.03399056	0.23	0.958966565	0.0097744	0.21000996	1.21431E-17	0.14	0.963169643	NA	NA	NA	NA	NA
NOTCH	Signaling	Pln	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Pofut1	0.11399083	0.44629359	0.11399083	0.71	0.822923816	0.25643884	0.29373988	0.01282194	0.47	0.763829787	0.53417565	15.20385037	0.53417565	1.03	0.742072764	0.6453859	165.3541739	0.6453859	1.25	0.717145647
NOTCH	Signaling	Poglut1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Postn	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Prag1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Psen1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Psen2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42470026	32.5840114	0.44593528	0.68	0.804412526	0.10170869	0.27069288	0.00508543	0.3	0.859997073
NOTCH	Signaling	Psenen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Ptp4a3	0.31722777	3.33591647	0.31722777	1.3	0.756198347	0.39183513	78.90690776	0.39183513	0.57	0.809112806	0.61315712	11.29439092	0.61315712	3.49	0.635381515	0.59605241	17.84622094	0.59605241	2.1	0.673442873
NOTCH	Signaling	Rbm15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Rbpj	4.39388152	86.90428799	4.39388152	4.52	0.355619524	1.9043542	8.12284025	1.9043542	4	0.42988909	1.14147421	25.90791981	1.14147421	2.54	0.584094291	0.42056492	1.03423573	0.42056492	1.96	0.646602787
NOTCH	Signaling	Rcan2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6125181	3.43023235	0.6125181	2.58	0.625519103	0.77244006	247.3437515	0.77244006	2.07	0.647621045
NOTCH	Signaling	Reck	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Rfng	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Rian	1.80854457	274.0879165	1.80854457	2.8	0.518272841	NA	NA	NA	NA	NA	0.10848507	1.62229279	0.10848507	2.84	0.860196603	0.15952197	0.90128503	0.15952197	4.41	0.782997517
NOTCH	Signaling	Ripply1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Ripply2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Rita1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Robo1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Robo2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Rps19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	S1pr3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Sel1l	1.0919734	4.42723565	1.0919734	1.18	0.626053794	0.61064135	32.05512196	0.61064135	0.77	0.749768733	NA	NA	NA	NA	NA	0.88733491	195.721115	0.93170165	3.4	0.584102183
NOTCH	Signaling	Six1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Slc35c1	0.07281173	2.40157925	0.07281173	0.22	0.933637285	0.1274015	0.60748979	8.32667268	0.46	0.838941118	0.35921342	1.37311064	0.35921342	0.62	0.760351967	0.43991154	1.93581954	0.43991154	0.78	0.731065271
NOTCH	Signaling	Slc35c2	0.37294025	69.13735405	0.37294025	0.56	0.823925315	0.20780097	2.89391725	0.20780097	0.64	0.843844985	0.37354569	16.65786086	0.3548684	0.99	0.781595066	0.64099481	4.27428958	0.64099481	1.72	0.65920961
NOTCH	Signaling	Snai1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Snai2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Sorbs2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Sox2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Sox9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Spen	0.26091328	0.40849578	0.26091328	2.92	0.639280526	0.69049968	2.33917497	0.69049968	3.24	0.591174437	0.14895464	1.53075002	0.14895464	1.01	0.868889665	0.42108919	63.72205128	0.40003473	1.79	0.772125504
NOTCH	Signaling	Src	0.20627514	0.59791333	0.20627514	1.72	0.819787234	0.19704752	0.44642116	0.19704752	1.46	0.813642053	0.17137628	0.4773277	0.17137628	1.87	0.798292712	0.22750189	0.66427866	0.22750189	1.92	0.78335084
NOTCH	Signaling	Stat3	1.2337194	7.12809545	1.2337194	3.82	0.494306263	0.69221918	0.75663141	0.69221918	2.55	0.504937607	1.30444461	8.26989184	1.30444461	9.11	0.438938174	1.18011352	9.41005372	1.18011352	8.23	0.454352069
NOTCH	Signaling	Susd5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Synj2bp	0.3682787	1.22132489	0.3682787	1.25	0.707015526	0.2161309	1.02380617	0.2161309	1.08	0.776817376	0.742816076	262.503187	0.74281608	2.4	0.653664034	0.75668342	11.55561579	0.71884925	2.94	0.610943151
NOTCH	Signaling	Tbx2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Tcim	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Tgfb1	0.01794047	1.81200357	6.93889E-18	0.07	0.977203647	NA	NA	NA	NA	NA	0.53049094	143.8286448	0.53049094	1.03	0.756015258	NA	NA	NA	NA	NA
NOTCH	Signaling	Tgfb2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Tgfbr2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Timp4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Tmem100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Traf7	0.20681965	0.27925811	0.20681965	5.54	0.679009291	0.38991873	0.75516905	0.38991873	6.18	0.661897775	0.725163865	151.524064	0.72516386	8.02	0.645527801	0.55109347	17.42107186	0.49598413	6.84	0.689906254
NOTCH	Signaling	Trp63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Tspan5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Tspan14	0.18253586	0.51037673	0.18253586	2.8	0.856425532	0.05905408	0.09429735	0.05905408	3.2	0.838640083	0.05487886	0.39129268	0.05487886	1.02	0.941696429	0.05246396	1.18894638	0.05246396	0.64	0.962332589
NOTCH	Signaling	Tspan15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Tspear	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Wdr12	1.52372006	42.7695113	1.44753406	3.68	0.485549133	0.95336732	2.01222892	0.95336732	3.3	0.489943217	0.77379506	4.86463854	0.77379506	2.11	0.608074117	0.80357655	119.2922728	0.80357655	1.81	0.645419352
NOTCH	Signaling	Wnt1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Xirp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Yap1	1.14782554	2.32206727	1.14782554	2.3	0.508450984	NA	NA	NA	NA	NA	1.04719877	17.32671067	1.04719877	2.17	0.584595865	1.29073962	221.0211987	1.29073962	2.53	0.560577542
NOTCH	Signaling	Zbtb7a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Zfp423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH	Signaling	Zmiz1	0.73243122	16.54123044	0.73243122	0.95	0.705096487	0.64771018	1.11240836	0.64771018	1.4	0.609566091	1.23042503	34.56005842	1.23042503	4.75	0.50894985	1.38655733	17.44220466	1.38655733	5.4	0.465541996
Ribosomal	Ribosomal	Abcf1	3.08318355	23.82638052	3.08318355	7.96	0.346569576	2.6032438	11.59967053	2.6032438	8.02	0.353293075	1.03057646	63.35161045	0.92751882	4.4	0.545408029	0.76284808	10.83167451	0.72470567	4.74	0.578828397
Ribosomal	Ribosomal	Apod	0.38320293	2.91498731	0.38320293	0.51	0.79879741	0.59378187	3.51921485	0.59378187	0.52	0.767089181	0.19461248	2.08579939	0.00973062	0.25	0.887877747	0.09021163	0.66264793	4.16334E-17	0.24	0.902678571
Ribosomal	Ribosomal	Aurkaip1	1.73714088	2.49401317	1.73714088	2.69	0.443319149	1.34206054	2.90545362	1.34206054	5.9	0.428172076	1.69389997	183.7906929	1.69389997	3.24	0.494270833	2.10452185	306.7868111	2.20974794	6.76	0.416163296
Ribosomal	Ribosomal	Btf3	0.26955432	0.36523629	0.26955432	10.97	0.624165243	0.27480995	0.65977214	0.27480995	9.95	0.686489943	0.15281802	0.31162193	0.15281802	7.12	0.778063833	0.64294548	5.52673985	0.64294548	12.08	0.712414138
Ribosomal	Ribosomal	Canx	5.35575677	479.4530437	5.35575677	8.84	0.30211743	4.46422924	469.4493973	4.46422924	7.97	0.323566173	2.11020121	112.2394323	2.11020121	9.59	0.391946787	2.65568067	231.0935701	2.65568067	16.99	0.347807376
Ribosomal	Ribosomal	Chchd1	1.73466123	3.38194716	1.73466123	9.14	0.362964722	1.2183545	1.50115401	1.2183545	7.87	0.381616326	1.44822064	115.1570891	1.44822064	8.19	0.475533691	1.30285071	14.03432023	1.23770817	6.32	0.483354452
Ribosomal	Ribosomal	D1Pas1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Dap3	0.73561845	1.01480555	0.73561845	6.18	0.48130589	0.63169783	1.35727662	0.63169783	6.63	0.531052329	0.63944843	2.21347956	0.63944843	5.91	0.590910498	0.52686294	1.76527537	0.52686294	5.82	0.616764298
Ribosomal	Ribosomal	Ddx3x	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Dhx9	0.3166832	0.51919025	0.3166832	3.93	0.662351244	0.3433958	1.02065224	0.3433958	4.1	0.694646534	0.14031551	0.64743161	0.14031551	2.12	0.865003882	0.20928645	2.80773084	0.20928645	2.03	0.867903785
Ribosomal	Ribosomal	Dhx29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Dmd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Eef2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Eif2a	0.25016792	0.19498324	0.25016792	3.21	0.564620739	0.5800197	17.93954807	0.52201773	2.47	0.673486088	0.25306644	0.69361487	0.25306644	1.51	0.747704082	0.38964922	2.28066201	0.38964922	1.35	0.759252592
Ribosomal	Ribosomal	Eif2ak4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Eif2d	1.28142149	1.417527	1.28142149	3.85	0.415775244	1.03526084	1.63308019	1.03526084	3.04	0.473813421	0.37876769	0.72194466	0.37876769	1.48	0.658739698	0.99838716	186.2978896	0.99838716	1.81	0.627326128
Ribosomal	Ribosomal	Eif3h	1.91810146	522.595825	2.01400653	4.46	0.452012305	1.80445698	1.71132868	1.80445698	5.15	0.357613856	1.66393337	235.9271001	1.66393337	5.11	0.465799825	1.85730982	241.9869187	1.85730982	5.11	0.449847941
Ribosomal	Ribosomal	Elavl4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Fau	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Gadd45gip1	2.37205592	254.8986376	2.37205592	5.97	0.410532105	2.96080659	480.2435921	2.96080659	4.19	0.405983368	1.35274134	194.4383548	1.4203784	2.62	0.556810224	0.99284353	141.2552478	1.0424857	2.3	0.609429443
Ribosomal	Ribosomal	Gm2000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Gm3550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Gm6133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Gm6525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Gm14214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Gm15013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Gm45713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Gm49711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Gm49804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Hba-a1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Hspa14	1.79079173	2.15793985	1.79079173	9.54	0.331471335	2.33107345	3.7633098	2.33107345	10.77	0.316226558	0.75611991	13.24784403	0.75611991	4.71	0.578676572	0.7700167	135.9987373	0.7700167	4.07	0.598199322
Ribosomal	Ribosomal	Isg15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Jrk	0.10016703	56.34291434	0.10016703	0.17	0.938829787	0.10744706	12.28082518	0.11281942	0.16	0.936879433	0.149867598	153.96612	0.1498676	0.24	0.911871693	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Larp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Larp4	0.19360752	0.18655282	0.19360752	5.53	0.642888001	0.11019875	0.22965995	0.11019875	3.04	0.764200664	0.31786921	1.15586912	0.31786921	2.51	0.775273618	0.21727144	1.59112983	0.21727144	1.58	0.847787267
Ribosomal	Ribosomal	Larp4b	0.72565167	1.57420387	0.72565167	1.44	0.687841945	NA	NA	NA	NA	NA	0.70011151	77.5288709	0.70011151	0.95	0.767910289	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Malsu1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Mcts1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ribosomal	Ribosomal	Mcts2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
