Gene	kon	koff	OR	Zero_Zero	FullCorr	FullCorr_Ubiq	Ubiq
Cluap1	0.32653748	1.48190373	1.121794872			0	
Epb4.1l4a	1.07076095	6.24503899	1.121212121			0	
Vars2	0.07255712	0.17223735	1.121107266			0	
Sgsm3	1.05455514	1.38255058	1.1208577			0	
Srrm2	0.27159644	0.41611189	1.1208577			0	
Acp6	1.21633304	11.58953318	1.117647059			0	
Fam49b	0.81398395	2.64396905	1.117647059			0	
AI846148	0.29524087	1.01711843	1.115942029			0	
Naa16	0.71063079	1.47039258	1.115942029			0	
Stx6	0.45300264	3.81518123	1.115942029			0	
Uck2	1.13928649	12.21538769	1.115625			0	
Zkscan17	0.4742645	3.95594278	1.115009747			0	
Ndrg3	0.09578628	0.287589	1.113043478			0	
Tspan17	0.31570145	5.46789045	1.113043478			0	
Rpap1	0.79043361	2.10042798	1.111888112			0	
Snx16	0.29409245	0.77162533	1.111344538			0	
Arl6ip5	0.8355986	1.9308606	1.111111111			0	
Cdkn2a	0.13583326	0.92404939	1.111111111			0	
Galk1	1.03070436	67.2329288	1.111111111			0	
Letm1	1.11555877	7.79643364	1.111111111			0	
Nf2	0.51888695	6.67166502	1.111111111			0	
Pfdn5	0.44595634	92.42139916	1.111111111			0	
Rcor1	0.17220885	0.58198019	1.111111111			0	
Tjp2	1.26777447	4.95281324	1.111111111			0	
Ubap2l	0.69477788	3.40911379	1.111111111			0	
Ostm1	1.24970678	3.36800996	1.107226107			0	
Alg3	0.34003118	2.26697465	1.107142857			0	
Dpcd	1.20707736	3.75895314	1.106951872			0	
Plaa	1.69704176	4.11591771	1.105263158			0	
Ppp2r2d	2.64589635	268.0414585	1.105263158			0	
Snx25	0.05028286	0.87396081	1.105263158			0	
Timm9	0.40054194	58.06300496	1.105263158			0	
Tmem101	0.03500657	0.0352139	1.105263158			0	
Prkdc	0.34863449	0.89828624	1.104910714			0	
Creld1	0.80889585	0.72863319	1.102766798			0	
Mark2	0.35439266	0.72057446	1.102766798			0	
Nfat5	0.2140908	0.56238786	1.101851852			0	
Pdcd5	0.5353311	1.60233258	1.101851852			0	
Ralb	1.29761079	2.99161256	1.1			0	
Tjp1	0.44458603	0.89694159	1.1			0	
Acyp1	0.18685608	0.34628064	1.099137931			0	
Dscr3	1.43158929	22.607921	1.099137931			0	
Ubl3	0.92993933	1.96136667	1.098039216			0	
2010107G23Rik	0.18660285	9.03909987	1.096153846			0	
Vmp1	0.33051971	0.27608586	1.095334686			0	
Ciao1	0.20364184	0.24052653	1.095238095			0	
Mina	0.08530494	0.17511392	1.095238095			0	
Ncstn	0.82393837	5.5716464	1.095238095			0	
Tcof1	0.80590433	1.21470966	1.095238095			0	
Arid4b	1.29430982	180.8173059	1.09375			0	
Espl1	0.42123338	1.3977201	1.09375			0	
BC003965	0.43480717	0.59547148	1.090909091			0	
Prim1	1.43239496	199.0636186	1.090909091			0	
Casc5	0.67769447	22.32189724	1.090384615			0	
Gprc5a	0.1545217	0.3006322	1.090384615			0	
Traip	0.58936274	3.57713998	1.090384615			0	
Rad17	0.4478091	1.13382718	1.08952381			0	
Hmgxb4	1.34991872	4.70746377	1.089473684			0	
Poldip3	0.79630885	3.71059246	1.089473684			0	
Rnf13	0.27946559	1.51203377	1.089473684			0	
Usp46	0.24483752	1.15159456	1.089473684			0	
Zdhhc8	0.40498707	49.06591087	1.089473684			0	
C230052I12Rik	0.43850594	3.06466356	1.088846881			0	
Urod	0.23094172	0.62103596	1.088709677			0	
1110059E24Rik	0.39038559	0.37793494	1.086956522			0	
Ccny	0.32490408	0.47504849	1.086956522			0	
Ints8	0.26870545	0.29020504	1.086956522			0	
Zfp623	0.22476785	10.76119821	1.086956522			0	
Tmem126a	0.20581716	0.26134783	1.086419753			0	
Map4k5	0.08919354	0.1640923	1.085972851			0	
Pold3	1.22716898	8.04897062	1.085972851			0	
Bptf	0.84387948	1.13796046	1.085714286			0	
Mrps10	1.03568153	1.8340673	1.085714286			0	
Pole4	1.39187568	5.66155169	1.085714286			0	
Szt2	0.02207239	0.09899329	1.085714286			0	
Ptpra	0.19432183	0.61773268	1.084710744			0	
Rbbp9	0.60827745	5.59983003	1.083333333			0	
Rbfox2	0.25595725	1.96840204	1.081632653			0	
Ggps1	0.61647914	0.47177561	1.081285444			0	
Aimp2	0.60990273	0.61966118	1.08			0	
Rbm6	0.68901352	12.21978261	1.08			0	
Sdhaf2	0.55864747	4.19429401	1.08			0	
Dbr1	0.43755904	0.31121945	1.079365079			0	
Atmin	1.00105607	4.40254549	1.077731092			0	
Eapp	0.23908186	0.35904375	1.076923077			0	
Parvb	0.79781474	551.1532328	1.076923077			0	
Sh2b1	0.10062662	0.11763183	1.076923077			0	
Derl2	1.20265843	441.1034463	1.075630252			0	
Rnf44	0.55172565	1.20189092	1.075098814			0	
Sos1	0.40320626	1.3335479	1.074285714			0	
Akr7a5	0.61062415	7.05533791	1.074074074			0	
Pnkp	0.70145066	12.95119435	1.074074074			0	
Trim3	0.39176132	1.33307008	1.073863636			0	
Whsc1	0.54490787	2.28443372	1.073863636			0	
Eef2k	0.22633163	0.55750938	1.072580645			0	
Ankrd27	0.44339403	0.44150515	1.071428571			0	
Atxn10	1.67263001	89.54175732	1.071428571			0	
Cep152	0.24975528	51.9949672	1.071428571			0	
Fam96b	2.86298638	721.2109044	1.071428571			0	
Mea1	1.71889015	232.8113515	1.071428571			0	
Nup62	2.02450904	121.5584719	1.071428571			0	
Rars	0.83784773	1.42579333	1.071428571			0	
Ttc3	0.80915018	0.72450693	1.06993007			0	
Chtf18	0.86385027	2.79648635	1.069264069			0	
Xbp1	1.07606676	13.83495377	1.069264069			0	
Zfp518b	0.22581917	0.85852326	1.069264069			0	
Unc119b	0.37692663	0.66681034	1.068965517			0	
Dgcr2	0.11502123	0.21881532	1.068376068			0	
Ptgr1	0.23198938	2.00281192	1.067307692			0	
Sh3d19	1.71708379	244.330819	1.067307692			0	
Actr10	0.17277607	0.2425199	1.066666667			0	
Ccnl2	1.96811115	22.54435208	1.066666667			0	
Fam160a2	0.15067771	0.4437384	1.066666667			0	
Gpn3	1.55862757	262.7395803	1.066666667			0	
Rbm42	0.59589665	0.6038523	1.066666667			0	
Vps4b	1.00615528	6.25825669	1.066666667			0	
Gcat	1.56943417	5.76036837	1.0625			0	
Uimc1	0.3472247	3.96527323	1.0625			0	
Orai3	0.18657696	1.83606136	1.061538462			0	
Rbbp6	1.10741965	1.66685329	1.061538462			0	
Itm2c	0.55155894	2.80285589	1.060606061			0	
Cand1	0.19617186	0.34375877	1.06			0	
Dync1i2	0.10137964	0.13276281	1.058823529			0	
Zbtb17	0.63405372	211.3822818	1.058823529			0	
Otud3	0.0285437	0.14497451	1.057142857			0	
Mcrs1	0.98192157	9.65227043	1.056034483			0	
Btf3l4	0.03081453	0.09206801	1.055555556			0	
Rcl1	1.11874994	2.63417198	1.055555556			0	
Syf2	2.04939212	2.68174722	1.055555556			0	
Vdac2	2.34699321	30.05449546	1.055555556			0	
Gys1	0.05179753	0.0607084	1.055384615			0	
Agps	0.87186508	1.10994081	1.052631579			0	
Ikbkb	0.3075284	0.23634056	1.052631579			0	
Sar1a	1.33777824	6.70886064	1.052631579			0	
Tubg1	1.08801331	9.04122884	1.052631579			0	
Foxp4	1.09063355	2.78029208	1.052419355			0	
D16Ertd472e	0.37378341	2.62579937	1.05			0	
Ube2e3	0.40855035	73.06178877	1.049382716			0	
Cox18	0.02369532	0.01907948	1.047930283			0	
Vps33a	0.56332191	187.7525918	1.047619048			0	
Cmtm7	0.75601566	1.5884227	1.046052632			0	
Slc2a1	1.03325021	2.60258419	1.045454545			0	
Ankrd28	0.4855632	1.4869201	1.044444444			0	
1110057K04Rik	0.45159561	198.4668179	1.043478261			0	
Prdx3	0.50685941	0.48923776	1.043478261			0	
Psap	0.9665678	92.5230063	1.043478261			0	
Sgpl1	1.03417247	30.26946934	1.043478261			0	
Mmp11	0.55135115	4.94318151	1.043137255			0	
Bag6	0.87896069	0.77540099	1.041666667			0	
Hnrnpul2	0.77075156	1.04660686	1.041666667			0	
Jup	1.68807321	216.0485888	1.041666667			0	
Pi4k2a	0.8755543	1.58982182	1.041666667			0	
Adpgk	0.83035872	2.21670701	1.041322314			0	
Arl6ip4	0.20482	0.20739928	1.04			0	
Znrd1	1.09280545	9.00370352	1.039215686			0	
Zyg11b	0.47973622	90.00521883	1.038461538			0	
Polr3e	0.66307631	5.54229328	1.037593985			0	
Chd1	1.10864909	2.56613326	1.037037037			0	
Neo1	0.33715651	1.32831558	1.037037037			0	
Ptpn11	0.97173053	3.21883433	1.037037037			0	
Tmem57	0.26518425	1.17881393	1.035805627			0	
Pcif1	0.05871071	0.11678048	1.035087719			0	
Ergic1	1.49347769	8.38537269	1.034482759			0	
Comtd1	0.4288205	2.39952598	1.03125			0	
Lyrm2	0.69969834	156.2862007	1.03125			0	
Col18a1	1.65144109	2.6667719	1.03030303			0	
Anapc16	0.44132497	3.47774119	1.029411765			0	
Rtf1	1.12262487	20.20310095	1.029411765			0	
Enoph1	0.87853018	2.83629755	1.028708134			0	
Pef1	0.54732592	74.28366632	1.028571429			0	
Rabep2	0.41010695	2.0695748	1.028571429			0	
Col4a3bp	0.66698442	35.9237743	1.027777778			0	
Apc	0.56306835	0.52349735	1.027290448			0	
Lamb2	0.56789752	2.63142042	1.026525199			0	
Kif2a	0.91962352	153.4019127	1.026315789			0	
Sdf2	0.32131222	0.8277688	1.026315789			0	
Slc4a7	0.45915283	2.07608058	1.026315789			0	
Pik3cb	0.14917133	0.35287697	1.025390625			0	
Acat1	0.0793912	0.14691746	1.025			0	
Dag1	0.1410046	0.21694491	1.023809524			0	
Pigf	0.18917015	0.16671211	1.023655914			0	
Gsg2	0.14090479	0.48307983	1.023391813			0	
Dld	0.86035051	2.19703247	1.022675737			0	
Cbwd1	0.96873257	34.92122146	1.022222222			0	
Ddx55	0.20240226	0.8746692	1.021428571			0	
Mettl2	0.87222672	1.02966029	1.020833333			0	
Vegfb	0.71783033	3.24680346	1.02			0	
Triap1	0.41746295	1.2643376	1.019157088			0	
Rrp36	0.93697218	372.147584	1.018518519			0	
Mrpl44	0.47110734	0.64956252	1.017391304			0	
Plekhj1	0.24887869	0.97660446	1.017391304			0	
Utrn	1.70168507	196.1107709	1.016528926			0	
Ipo7	1.28921295	1.61251441	1.016129032			0	
Ugdh	0.46755412	9.4721489	1.015873016			0	
Dennd2a	0.43245057	2.49861327	1.015625			0	
Ulk1	0.36495506	0.40389828	1.015625			0	
Dpp7	0.27551922	0.7860958	1.015384615			0	
Zfp655	0.45691813	0.88475349	1.015037594			0	
Mdp1	0.49400607	2.25094523	1.013461538			0	
Ubxn7	1.23320244	2.5434999	1.012987013			0	
Gpx7	0.30085637	0.97385886	1.0125			0	
Mfsd1	1.24262877	57.32342703	1.0125			0	
Ppm1f	0.3584227	8.60792926	1.0125			0	
Rasa1	0.13817304	0.31313074	1.0125			0	
Mon2	0.4885543	4.01701516	1.011904762			0	
Gtf2f2	0.5032656	1.04522128	1.010989011			0	
Med9	0.52199811	3.33391154	1.010989011			0	
Ncaph	0.97718107	49.62798925	1.010989011			0	
Atr	0.12543793	0.14998338	1.010695187			0	
Gtf3c2	0.87521391	2.07362786	1.009615385			0	
Rabgef1	0.87088837	1.82250639	1.009615385			0	
Zwint	0.64275337	1.50900343	1.008547009			0	
Skp2	0.27772342	0.39732386	1.008230453			0	
Znhit6	0.47173088	0.50548621	1.008230453			0	
Itga3	0.04196924	0.1768687	1.007407407			0	
Mrps11	1.13706791	363.7127292	1.005347594			0	
Optn	0.48033824	1.60952879	1.004807692			0	
Slc17a9	0.39942066	0.90385678	1.004807692			0	
Abi1	1.18264925	7.05168061	1.004329004			0	
Akap9	0.60283696	1.17401549	1.004329004			0	
Pycr2	1.53936916	228.0232554	1.004329004			0	
Zfand2b	0.35390842	0.83901969	1.004056795			0	
Nktr	0.23200912	0.60805651	1.003809524			0	
Pdf	0.41865928	1.43707008	1.003809524			0	
Pik3r4	0.3989948	2.30729861	1.003809524			0	
Ccdc34	0.03457698	0.02311777	1.003636364			0	
Fbln1	0.62159983	1.08674368	1.003636364			0	
Atp13a1	1.57826128	34.32494744	1.001953125			0	
Ireb2	0.85960863	1.62797136	1			0	
Klhl12	0.55243019	1.15072588	1			0	
Mkks	0.44467041	2.71085196	1			0	
Numa1	0.09994475	0.07914273	1			0	
Pak2	0.96801441	2.96751484	1			0	
Tsc2	0.6351278	258.1248756	1			0	
Smchd1	0.20164575	0.24999802	0.998106061			0	
Zmym4	0.52662416	3.98273713	0.998106061			0	
Ankrd26	0.27337947	1.09796606	0.998050682			0	
Twf2	0.68883252	98.8659878	0.998050682			0	
Fam53a	0.4512498	1.25734005	0.996376812			0	
Nsmce1	0.43485712	1.72421202	0.996376812			0	
Ppp1r2	0.36867299	0.59436925	0.996376812			0	
Clcn2	0.44693118	5.46662301	0.996219282			0	
Dhrs1	0.1413766	0.39641889	0.995859213			0	
Yeats2	0.19367668	0.54696323	0.994708995			0	
Ufd1l	1.26755724	58.41604754	0.99408284			0	
Bbx	0.52935136	12.95442529	0.992727273			0	
Dhx9	0.31665041	0.51914758	0.992727273			0	
Thap11	0.2991585	0.66041523	0.991902834			0	
Chaf1a	0.94526882	9.5770482	0.991304348			0	
E2f3	0.14076181	0.39861188	0.99047619			0	
Ctsl	0.57163347	1.87666405	0.989473684			0	
Lin37	1.68229884	346.5278255	0.989473684			0	
Zdhhc16	0.15650299	0.72702775	0.989473684			0	
Agpat5	0.20073972	0.23302069	0.989130435			0	
Dvl1	0.35730959	1.40789618	0.989130435			0	
Dmtf1	0.64748389	2.45037159	0.989010989			0	
Acaa1a	1.04855443	7.07646299	0.988235294			0	
Sipa1l2	0.14427149	2.46246427	0.988235294			0	
Pigp	0.98535559	1.94283506	0.987525988			0	
Atp6v1f	2.73465454	619.8991459	0.986111111			0	
Igf2bp2	1.0917971	1.99880017	0.985294118			0	
Rbm7	0.14248526	0.14466477	0.985185185			0	
Smek1	0.86289436	53.68217559	0.985185185			0	
Dock5	0.57283642	0.86613718	0.984375			0	
Hdgfrp2	1.068972	3.17769579	0.983333333			0	
Smarcd2	0.42543126	2.75788297	0.983193277			0	
Noc4l	1.59841485	265.9603963	0.982142857			0	
Ehd4	0.68467516	2.14408628	0.981818182			0	
Pdhx	0.09914867	0.09192213	0.981818182			0	
Tm2d3	0.17518796	0.24555218	0.981818182			0	
Mrps25	0.70991097	4.41055822	0.980769231			0	
Ucp2	0.95481366	5.27140409	0.980769231			0	
Kifap3	0.85995868	2.62991706	0.979020979			0	
Stx12	0.70444587	83.45034123	0.978494624			0	
Pak4	0.88807605	94.92585825	0.97826087			0	
Ddx42	0.56174771	1.21753303	0.977777778			0	
Gxylt1	0.24577748	1.1587425	0.977777778			0	
4833439L19Rik	1.13737892	8.01218624	0.976890756			0	
3110002H16Rik	0.74056597	95.64813709	0.974358974			0	
Aspm	0.38437207	1.41498926	0.974358974			0	
Isca2	0.86063154	4.64507848	0.974358974			0	
Sec14l1	1.13128521	160.2659591	0.974358974			0	
Zfp664	0.94687186	103.5385355	0.974358974			0	
Med28	1.22646976	15.42696471	0.974025974			0	
Rai1	0.07502709	1.12027034	0.974025974			0	
Bet1	0.28548459	0.97712499	0.972222222			0	
Neat1	0.31060547	0.80198505	0.972222222			0	
Srek1ip1	0.11661962	0.22000394	0.972222222			0	
Tmem209	0.64471721	1.17102361	0.972222222			0	
Fam73a	0.26609884	0.43694296	0.972093023			0	
Lancl1	0.56390915	2.03712283	0.971428571			0	
Sdcbp	0.6264967	4.57345942	0.96969697			0	
Sp1	0.35049118	0.71169045	0.96969697			0	
Znrd1as	0.09565989	0.47291207	0.969230769			0	
Acsl3	1.25507872	66.68738845	0.968379447			0	
Ppp2r1b	1.11545797	52.53151125	0.968379447			0	
Rab7	0.76468895	1.91082257	0.966666667			0	
Tmem223	0.32933803	0.20688129	0.966666667			0	
Sec23b	0.77166452	1.34286962	0.965944272			0	
Spop	0.63105529	1.44983809	0.964912281			0	
Magoh	0.68666792	0.71211435	0.964285714			0	
Chmp1b	0.32649501	0.33754032	0.963768116			0	
Ikbkap	2.19025166	735.716913	0.962962963			0	
Sri	0.2791775	0.59002246	0.962890625			0	
Chd8	0.92424675	7.60421047	0.96			0	
Cuta	0.4309938	0.59731519	0.96			0	
Znhit1	0.62419075	10.48098871	0.96			0	
Lyrm5	0.27690808	42.3138295	0.957589286			0	
Psmg4	0.76159665	19.65894608	0.956896552			0	
Abcb8	0.54687574	3.03686162	0.956521739			0	
Hnrnpr	0.13579627	0.36024274	0.956521739			0	
Vangl1	0.86778565	36.37304307	0.956043956			0	
Kctd5	0.93636505	1.61527175	0.955555556			0	
Psrc1	1.5201787	251.6047815	0.955555556			0	
2810004N23Rik	0.49252091	0.53611984	0.954861111			0	
Lrpprc	2.27436197	234.3094582	0.954861111			0	
Sin3a	0.24178529	0.20349034	0.954545455			0	
Hexa	0.70796176	217.9737836	0.952380952			0	
Myh9	0.90813225	4.18134606	0.952380952			0	
Anxa7	0.79163858	0.65020086	0.951048951			0	
Spag7	1.02968397	2.21174925	0.951048951			0	
1810026J23Rik	0.47026185	4.18417354	0.950226244			0	
Pnp	1.21171533	20.40826148	0.950138504			0	
Gstz1	0.63418809	20.45036726	0.948148148			0	
Prkrip1	0.21751927	0.45703085	0.947368421			0	
Ppp2r5b	0.12804831	0.13604986	0.946938776			0	
Epha2	0.75284559	32.20766274	0.944444444			0	
Srsf4	1.31940009	10.85134535	0.944444444			0	
Cript	1.1898882	114.7320959	0.944099379			0	
Dync1li2	0.82447986	15.34050245	0.943738657			0	
Ddx59	0.0902431	0.15239342	0.942857143			0	
Elf2	0.0760567	0.15013832	0.942857143			0	
Krr1	0.28873914	0.57502509	0.941176471			0	
Tor2a	0.1676461	0.70624797	0.941176471			0	
Def8	0.67160016	23.74527569	0.939393939			0	
Fibp	1.25372722	1.87540224	0.939393939			0	
Golga4	0.78035013	1.34229382	0.939271255			0	
Cops4	0.93052619	1.0274504	0.9375			0	
Ncoa5	0.32510384	1.40082203	0.9375			0	
Nt5c2	0.52458179	60.64974678	0.9375			0	
Rpn1	2.01553156	330.8809092	0.9375			0	
Dcps	1.21935065	9.89172732	0.937321937			0	
Nfs1	0.56016299	99.24548707	0.936936937			0	
Scaf1	0.79969958	122.801125	0.936			0	
Clk3	1.16472154	482.6138879	0.935727788			0	
Ttl	0.35370324	91.78148467	0.934640523			0	
Rps6	0.50256913	0.77333175	0.933333333			0	
Wdfy1	0.38865365	22.20128971	0.933333333			0	
Prmt10	0.64789785	3.9529699	0.9329806			0	
Senp6	0.1444771	0.13630557	0.931216931			0	
Zdhhc3	0.855545	170.7248086	0.931216931			0	
Serinc1	0.61085735	6.65249093	0.931174089			0	
Nfya	0.46965321	0.97762136	0.931034483			0	
Ezr	1.14683215	2.70095225	0.930555556			0	
Phax	1.26240885	2.93396671	0.930555556			0	
Gtf2ird1	1.33556003	32.51285454	0.929032258			0	
Ebpl	0.95159503	364.2286327	0.927875244			0	
Ppp4r1	0.78042917	1.19533508	0.927875244			0	
Spen	0.26089959	0.40845402	0.927875244			0	
Abr	0.1266386	0.09366377	0.92760181			0	
Fam98b	0.77264943	213.2390265	0.92760181			0	
Trp53rk	0.29433698	1.91045105	0.927350427			0	
Arih1	0.39599012	0.81650193	0.927272727			0	
Mark3	0.58555579	1.13858679	0.925925926			0	
Nr1h2	1.34972455	4.73118374	0.925925926			0	
Atad5	0.62411862	63.30867753	0.924901186			0	
Prpf38a	0.72559455	2.9691767	0.924731183			0	
Cep192	1.65274018	13.04671986	0.924324324			0	
Grb2	0.91574718	77.26609283	0.923913043			0	
Tubgcp3	0.65987163	3.06738241	0.923913043			0	
Stx18	2.30E-01	1.36E+02	0.922305764			0	
Smyd2	0.72718841	1.54736463	0.921875			0	
Rrp9	0.88981258	1.92225974	0.921052632			0	
Dynll2	0.60870424	1.20630817	0.920634921			0	
Sltm	0.76892034	1.01203702	0.920634921			0	
Pkig	0.94920073	117.4125132	0.91954023			0	
Pxn	0.5399264	135.701521	0.91954023			0	
Shq1	1.09895099	20.68106232	0.918518519			0	
Nipa2	0.26010921	0.898078	0.918367347			0	
Tm2d2	0.2281148	0.29310178	0.91826087			0	
Ddx50	0.856496	4.02799137	0.917832168			0	
Ubfd1	0.82060007	8.91200724	0.917832168			0	
Mtmr14	0.11433428	0.08456224	0.917107584			0	
Coasy	0.50128771	4.37311533	0.916666667			0	
Tfpt	0.76512959	1.38681178	0.916666667			0	
Ccdc104	0.26684918	0.458307	0.915384615			0	
Tyro3	0.29112469	1.03067951	0.915384615			0	
Rnaseh1	1.32787579	3.76739011	0.914700544			0	
Zfc3h1	0.30807888	0.49139811	0.914700544			0	
Aasdhppt	0.80091256	2.20146523	0.913043478			0	
Plxnb2	0.4324534	5.11875461	0.913043478			0	
Dram2	0.09197152	0.47271569	0.911764706			0	
Pdpk1	0.0576354	0.05169415	0.911764706			0	
Mpp5	0.35527577	1.60932664	0.911688312			0	
Zufsp	0.25196144	0.59866633	0.911688312			0	
Rnf6	0.03256671	0.02136486	0.911458333			0	
Wdr48	0.76910229	81.62468363	0.911458333			0	
Sptlc2	1.06278665	118.1437337	0.911111111			0	
Ehmt1	1.05608084	101.4414735	0.910588235			0	
Mthfd1l	0.80193821	1.25792821	0.909803922			0	
Stt3a	1.41325855	17.26128621	0.909803922			0	
Bud13	0.89599241	123.8597091	0.909090909			0	
Mrpl41	0.48598965	1.49751152	0.908424908			0	
Ncln	0.57590873	1.14747155	0.908424908			0	
Dnajc11	0.47329147	0.95282319	0.907407407			0	
Parn	1.15468989	9.0459319	0.906666667			0	
Gtl3	0.38454089	0.85792714	0.905882353			0	
Cnot10	2.28871891	85.37212943	0.904761905			0	
Zc3h7a	1.12673924	157.5515027	0.904761905			0	
Rb1cc1	0.22725938	0.35023541	0.903846154			0	
Uaca	0.16302581	0.42123996	0.903846154			0	
Asap1	0.28546965	0.2871669	0.903225806			0	
Mkln1	0.16876542	0.16855884	0.903225806			0	
Rbm18	0.64059017	1.1290924	0.903225806			0	
1810013L24Rik	0.96207494	2.67885662	0.903157895			0	
Clpx	1.51554649	271.051518	0.902777778			0	
Fam188a	0.1042125	0.08764287	0.902255639			0	
Depdc5	0.10797553	0.14630205	0.901515152			0	
Tpp2	0.96522899	287.4608335	0.901515152			0	
Phtf2	0.81689089	2.03371976	0.901260504			0	
Slc38a2	0.8044772	3.04568577	0.9			0	
Tut1	2.00020037	15.59308716	0.9			0	
Eml2	0.32791129	1.43398318	0.899810964			0	
Exosc9	0.83732381	2.80637528	0.899122807			0	
Sfpq	0.47595076	0.91105254	0.899122807			0	
Adk	0.3844202	0.61614801	0.898785425			0	
Depdc7	0.00275867	0.00386238	0.898395722			0	
Tsg101	1.79037111	197.3641713	0.898395722			0	
Tmem205	0.15566798	3.51699703	0.897959184			0	
Comt	0.93517259	133.0606566	0.896853147			0	
Atp1a1	0.66305249	1.02314037	0.896703297			0	
Blcap	0.54818602	7.80292487	0.895833333			0	
Nras	2.7418863	886.9525335	0.894736842			0	
Usp39	1.03267562	4.50173986	0.894736842			0	
Gins4	1.26877215	3.64308311	0.894230769			0	
Sbds	0.86412248	1.70248196	0.894230769			0	
Chmp4b	0.84354995	1.80310713	0.89375			0	
Trpm7	0.63088731	0.61317164	0.891891892			0	
Jtb	1.18733705	4.1628233	0.891304348			0	
Xpot	1.3462461	174.5247107	0.891304348			0	
Ap2a1	1.40185768	408.3368253	0.891129032			0	
Rnf149	0.24708978	1.26461773	0.888888889			0	
Tmpo	0.97169784	4.18432729	0.888888889			0	
Gng12	0.59966202	1.43805261	0.888198758			0	
Tk2	0.51355148	35.55141651	0.888198758			0	
Adipor1	1.54023007	5.53590007	0.888157895			0	
Ppp3ca	0.08358369	0.13213021	0.888157895			0	
Txndc15	0.56423204	2.30641616	0.887719298			0	
Rcan3	0.25851685	1.38247124	0.887445887			0	
Poc5	0.8048206	7.86148777	0.886939571			0	
Nob1	1.2516564	2.82154451	0.886287625			0	
Sf3a1	0.96621227	318.69483	0.886287625			0	
Drg2	0.75011086	1.76854652	0.885714286			0	
Mrps18a	0.81528226	1.88722339	0.885375494			0	
Caprin2	0.44373431	2.94459063	0.885057471			0	
Nudt19	0.59882406	4.87574177	0.884210526			0	
Ppp3cb	0.07522205	0.17365101	0.884210526			0	
Fbxw8	0.13163819	0.34208189	0.882352941			0	
Rnmt	1.11864536	3.25700095	0.882352941			0	
Slc25a33	0.18048481	0.1838707	0.882352941			0	
Slk	0.33548741	1.06233385	0.882352941			0	
Zcchc6	0.17003094	1.09661951	0.882352941			0	
AI597479	0.82693123	35.86261469	0.882051282			0	
Nfe2l1	0.43796461	1.32241729	0.881118881			0	
Sart1	0.72699846	1.69268513	0.880952381			0	
Slc4a1ap	0.3161226	1.70990238	0.880357143			0	
Ecd	0.99723061	8.61255357	0.879545455			0	
Lsg1	0.33487569	0.44285165	0.879545455			0	
Arpp19	0.31699517	0.73502465	0.879120879			0	
2410004N09Rik	1.40102624	119.8043136	0.876923077			0	
Pex6	0.39348534	2.41827869	0.875598086			0	
Vkorc1	0.28951189	1.00021384	0.873161765			0	
Chmp2b	0.65032105	137.6071476	0.872727273			0	
Lims1	0.72159669	1.38066936	0.872727273			0	
Nsa2	0.57616192	8.26570773	0.872727273			0	
Heatr6	0.41876771	1.40707042	0.872413793			0	
Vps18	0.51318105	0.91961273	0.872413793			0	
Cd2bp2	1.19531727	2.41451549	0.87012987			0	
Ghdc	0.06884495	0.50620507	0.87012987			0	
Smc6	0.57820542	0.5929775	0.87012987			0	
Rpl17	0.74845682	131.4761163	0.869565217			0	
Pura	0.36040857	0.8292894	0.869488536			0	
Usp24	0.81401442	28.11249511	0.869488536			0	
Scnm1	1.18275756	5.2270493	0.869179601			0	
Bag5	0.66684001	23.97397713	0.868965517			0	
Dtd1	0.43341808	2.44137658	0.868965517			0	
Cmc1	0.32257962	1.37457096	0.867850099			0	
2310022B05Rik	1.21945319	5.96170281	0.866666667			0	
Gnb1l	0.7182771	170.7180114	0.866666667			0	
Kdelc1	0.31923238	0.8534443	0.866666667			0	
Mks1	0.92100811	123.7622699	0.866666667			0	
Ptprk	0.43068171	2.77213381	0.866666667			0	
Vcl	0.5447113	1.03917683	0.866666667			0	
Plekha2	1.72417125	305.3882352	0.865384615			0	
Irf1	0.28167727	0.31348969	0.862745098			0	
Tex264	0.79987921	1.82893216	0.862745098			0	
Blzf1	0.30861492	1.22575499	0.861888112			0	
Nudcd1	0.00521251	0.00350216	0.861888112			0	
Rad18	1.01370455	7.51571074	0.861742424			0	
Ttc14	0.41043484	1.83076756	0.861742424			0	
Tsr1	0.82290388	2.35935636	0.861111111			0	
Mgat4b	0.43998374	2.12273551	0.860962567			0	
Cep290	0.36406073	0.9616156	0.860544218			0	
Haus2	0.78937369	9.14907514	0.860544218			0	
Qdpr	0.76336776	2.08319051	0.86038961			0	
Diablo	0.44948091	0.9802008	0.860113422			0	
Acer3	0.12912066	2.64015938	0.858974359			0	
Gdap2	1.80E-01	2.64E+02	0.858974359			0	
Gls	0.0647923	0.27607172	0.858974359			0	
Slc38a1	1.39027399	5.00423844	0.858974359			0	
Tprgl	0.87713262	5.67029495	0.857142857			0	
Copb1	1.42684906	14.25131814	0.856770833			0	
Mrpl52	0.40901047	0.45601382	0.856770833			0	
Hs6st1	0.7342571	2.37631027	0.855902778			0	
Cab39	0.29937505	1.1075065	0.855614973			0	
Csk	0.49515563	2.43970452	0.855555556			0	
Rtel1	1.31376075	8.05536424	0.854700855			0	
Mllt4	0.62779247	2.31420605	0.853046595			0	
Psmf1	0.27167836	1.16270366	0.852631579			0	
