Gene	kon	koff	OR	Zero_Zero	FullCorr	FullCorr_Ubiq	Ubiq
Stard3	0.03491942	0.06698911	1.656804734				
Pycrl	0.66620873	2.02041148	1.65631929				
3110040N11Rik	0.570299819	224.274885	1.655518395				
Cux1	0.45855481	1.64496173	1.655518395				
Tfpt	0.48393699	7.32840643	1.655402587				
Rai1	0.33300801	1.321949	1.655217391				
Tfdp2	0.24546902	6.25753583	1.654421769				
Dph3	0.61780293	5.45664476	1.653333333				
Nfkbib	0.55867873	5.09820495	1.653333333				
Osbp	0.27373423	1.10441154	1.65327381				
Sec22a	0.77582083	118.9427784	1.653061224				
Tmem209	0.66132417	10.94275715	1.653061224				
Opa3	0.546073042	282.661623	1.652173913				
Kpna3	0.38498903	3.72301684	1.651821862				
Dnajc25	0.8791091	119.5162375	1.648706897				
Tex261	0.49834093	1.70751995	1.6485281				
Foxk1	0.26947893	7.47672999	1.648444071				
Tbrg4	1.31008203	313.1924856	1.647950089				
Dusp12	0.25646282	1.12047328	1.647887324				
Zfp239	0.11129519	5.13822693	1.647619048				
AU022252	0.61687174	66.38916615	1.647135417				
Zranb2	0.72500446	18.66332234	1.647083333				
E130309D02Rik	0.48554003	4.15493482	1.64673913				
Gstm4	0.15572551	1.00593219	1.646341463				
Cdkn2aipnl	0.334386122	99.2678607	1.645714286				
Mon2	0.34172074	0.78321381	1.645390071				
Agps	0.77465994	16.05203844	1.644230769				
Snrpe	1.37420331	18.69381865	1.643478261				
Tmem101	0.07328838	0.28081805	1.642911877				
Chfr	1.02629326	95.79747243	1.642648896				
Mdp1	0.34023219	0.96063269	1.641715728				
Akirin1	0.23540209	0.48016682	1.641586867				
Ezr	0.07179622	1.54179568	1.641025641				
Rnf41	0.74295299	11.93625313	1.640033642				
Gm6654	0.42602219	0.16825016	1.637931034				
Poldip3	0.99789934	66.04479218	1.637630662				
Vps4a	1.10142825	124.839285	1.637152778				
Znhit6	0.79181157	26.26005385	1.636363636				
Rps6ka4	0.66413678	8.77978058	1.635601118				
Trim26	0.04363462	0.21366188	1.635160681				
Cchcr1	0.22802055	10.54362685	1.635135135				
Pex12	0.29821836	3.12555188	1.633895818				
Ccdc115	0.31476302	1.61745501	1.633333333				
l7Rn6	1.00019618	254.4163045	1.632270169				
Fdx1	0.69739902	256.2734863	1.632258065				
Ssbp3	1.24091042	302.0977513	1.632081097				
Gstz1	0.47394666	137.2831084	1.631504923				
Gpc6	0.97219547	112.9460064	1.631299735				
Tmem223	1.10237998	26.17664901	1.630952381				
Rab40c	0.15652994	0.95312096	1.630701754				
Elp3	0.14682086	0.40578178	1.629166667				
Ttll12	0.53426299	2.42581763	1.628902765				
Ccny	1.09646323	19.9612967	1.628603104				
Zfp160	0.42944689	104.4207941	1.627893845				
Pfn2	0.45600328	2.03442368	1.626559715				
Tbc1d15	0.44060538	1.63654917	1.626293103				
Numa1	0.49252811	28.09696167	1.62627551				
Zfp64	0.20231033	0.38818125	1.623913043				
Gadd45b	1.03885713	156.8713248	1.623716153				
Glod4	0.63271374	2.38194827	1.622795115				
Riok1	0.61557465	4.45091802	1.621797655				
Slc39a14	0.48256583	44.88270076	1.619293712				
Mkks	0.62580682	9.30603053	1.618357488				
Brd4	0.30443409	11.83592387	1.617647059				
Cmas	0.3836259	0.80232855	1.617647059				
Dhx40	0.57375635	3.01169602	1.617				
Avpi1	0.79316112	3.91947172	1.616837136				
Gapvd1	0.26823349	1.09915053	1.615890688				
Nde1	0.52075307	1.17215998	1.615885417				
Mapk14	0.59081783	6.18259758	1.615384615				
Arhgef17	0.59977183	35.20865084	1.614462987				
Pml	0.58918554	155.5117607	1.61410096				
Tbcel	0.14731322	0.97407862	1.612781955				
Clip2	0.40431285	3.67742676	1.611570248				
Cdk11b	0.57392462	17.42649732	1.610457516				
Sec23a	1.91009242	595.516868	1.610294118				
Fech	0.84995755	1.87628375	1.60952381				
Ube2e2	0.40856468	1.87974289	1.60952381				
Coq7	0.52174878	2.13012693	1.607949413				
Large	0.27921891	1.28636154	1.607843137				
2810002D19Rik	0.13962287	0.8857346	1.606862745				
Cd320	0.28745655	0.7567171	1.606837607				
Tab2	0.63821709	7.00258005	1.606584362				
Slc25a13	0.63492977	16.47299145	1.606060606				
Gna13	0.478693	2.25028072	1.60564663				
Supv3l1	0.40639845	75.38257439	1.605200946				
Mbnl2	1.40287064	4.74404465	1.605042017				
Sft2d2	0.27647212	35.82596923	1.604938272				
Pnpo	0.27905581	1.61012684	1.604692082				
Ppp2r1b	1.12960961	7.1761838	1.604651163				
Slc7a1	0.64368851	39.73525107	1.604166667				
Polr1e	0.53462182	3.36785232	1.60412758				
Ap2a1	0.919889706	585.531819	1.603773585				
Hscb	0.23920057	0.73181632	1.603555556				
Chchd6	0.527554015	390.487925	1.603448276				
Ythdf1	0.2381347	2.25331078	1.602564103				
Dido1	0.43819181	7.79065869	1.602053915				
Qser1	0.29945487	55.78019104	1.600920069				
Zmym4	0.12152737	1.42361001	1.600280505				
Stx6	0.83188746	10.6003004	1.599671862				
Fam175a	0.208789887	174.410324	1.598968407				
Prpf18	0.50650078	1.02560044	1.598837209				
Sart1	0.392654111	104.167066	1.596638655				
Abl2	0.52359389	3.04585554	1.596299411				
Cirh1a	1.12686895	164.4299891	1.595744681				
Mtor	0.27540568	1.26036909	1.595744681				
Tut1	0.63051888	10.26574882	1.595744681				
Dock1	0.29198262	59.83663659	1.594594595				
Smpd4	0.408898389	240.500636	1.594477998				
Klhl7	0.32827487	1.73658485	1.594427245				
Pak1ip1	0.66473158	2.1956106	1.593688363				
Utrn	0.8304025	133.1978374	1.593406593				
Bcl7b	0.54025413	3.14123201	1.593137255				
Tm7sf3	0.64786827	7.48723449	1.59125				
Hmga2	1.05456093	91.72395614	1.590909091				
Wdr60	0.37152925	83.27746418	1.590909091				
Fkbp15	0.69726368	91.93381707	1.589827728				
Ovca2	0.55277254	6.18130059	1.5889029				
Dnajc24	0.49570682	38.0190995	1.588288288				
Prpf4b	0.13298607	0.54117816	1.5875				
Ccdc43	0.35247276	1.43967947	1.587060356				
Setd2	0.68969855	272.011237	1.587060356				
Stard3nl	0.59462093	2.67502391	1.586270872				
Appl1	0.79272619	17.36938441	1.586122449				
Hs2st1	0.84642001	45.83560512	1.585714286				
Ikbkap	0.9712972	127.7379627	1.584459459				
Tpp1	1.15545479	14.0612838	1.583458647				
Dmtf1	0.51071742	6.8889041	1.583333333				
Enoph1	0.37240867	2.24475466	1.582417582				
Rmnd5a	0.20776346	31.23570242	1.582417582				
Agpat2	0.50441817	4.02717096	1.582040816				
Tex10	0.36429778	49.78544965	1.58186864				
Slc20a1	0.64197295	107.2378607	1.58125				
Rsf1	0.33976418	1.93653062	1.579822616				
Apc	0.6861464	2.8921876	1.579163249				
Kif3a	0.46378212	2.95211961	1.578656463				
Cd2bp2	0.56221504	2.62455672	1.578431373				
Uchl3	1.22803889	8.71168753	1.578163772				
Slc4a1ap	0.46148516	126.9359282	1.57807309				
Dhx15	0.62326902	2.43756424	1.578014184				
Stx12	0.89645244	5.49612985	1.577906977				
Acot13	0.73313551	2.7441669	1.577708006				
Rc3h2	0.30748928	0.78337557	1.577651515				
Ipo11	0.57493146	100.1679113	1.57756917				
Slc7a6	0.63550079	28.99457876	1.575757576				
Smg5	0.64915296	337.9493236	1.575549451				
0610007P14Rik	1.1173255	7.64791769	1.574239714				
Jtb	0.60892463	1.91940586	1.573113208				
Slain2	0.61781169	119.297851	1.572890026				
Pigq	0.23871349	1.40973263	1.571428571				
Rbm18	1.26765676	219.5068312	1.571428571				
Yap1	1.04709993	17.31213639	1.571428571				
Zc3hc1	0.5587794	96.61856303	1.570212766				
Nit2	0.38111683	0.95139932	1.569978858				
Heatr1	0.38921862	0.8285452	1.565217391				
Znrd1	0.23710344	0.30528934	1.564667483				
Ggh	1.11278554	11.34318821	1.56462585				
Hcfc1r1	0.67876564	1.82855018	1.564387917				
Wbp2	0.67198846	1.42363324	1.564102564				
Glt8d1	1.01858943	392.8063625	1.563218391				
Llgl1	0.63506139	296.0322769	1.563136907				
Ythdf3	0.466295748	163.994492	1.562790698				
Rhbdd2	0.42672543	1.86166835	1.562527618				
Mrps33	1.25310766	270.4913852	1.561764706				
Arl2bp	1.1330858	92.3698388	1.560606061				
Txndc12	0.8792141	19.48884194	1.560544218				
Fkbp14	0.47264311	1.37536439	1.560064935				
Srebf1	0.62233159	134.0992429	1.558823529				
Cdr2	0.49374542	1.28557226	1.558139535				
Mrpl43	0.58221093	3.68265936	1.556818182				
Srd5a3	0.93255321	9.14383642	1.556390977				
Smchd1	0.3262822	2.48573441	1.555601488				
Ipo13	0.51667161	28.92311375	1.554248366				
Utp20	0.28421006	23.89602562	1.554054054				
Elavl1	1.00445311	337.598481	1.553872054				
Ntpcr	1.16080486	98.84544693	1.553062985				
Rpp38	0.09426739	0.71415046	1.552592593				
Rnf216	0.50348898	4.24858891	1.552185549				
Ebpl	0.49395871	5.08183686	1.552139037				
Tmx3	0.26495221	0.72524148	1.552028219				
Arl8b	0.92393695	1.66258381	1.551834131				
Loxl4	0.45836352	76.78787135	1.551724138				
Prep	2.28352983	460.4162945	1.551724138				
Utp23	0.38253287	2.26850398	1.551724138				
Pigyl	0.84251813	1.48223428	1.550969356				
Phip	0.14022998	0.5762239	1.55				
Ank3	0.78033503	93.74434631	1.549019608				
Slc46a1	0.32119634	2.28295412	1.548387097				
Prkdc	0.37808912	83.82430126	1.547511312				
Srrm2	0.20569314	1.15475753	1.546511628				
Fnbp1l	0.15892014	1.97707115	1.544444444				
Keap1	0.54224475	5.99940832	1.543880837				
Naaa	0.55400837	62.70267115	1.54296875				
Slc25a33	0.12371166	0.68423461	1.542857143				
Rab12	0.5619777	167.8114279	1.541631623				
Lmbrd1	0.73932763	13.28812765	1.541549578				
Arfgef1	0.34149714	22.33045227	1.540031397				
Vps53	0.61516478	35.20679805	1.539542352				
Mrps28	1.48421035	16.52591919	1.539130435				
Mrps23	0.78408009	2.14716971	1.538461538				
Pvr	0.94606571	164.0634978	1.537488708				
Fbxl20	0.35403782	5.89617147	1.535181237				
Polr2b	1.39461349	223.6487537	1.534693878				
Cpox	0.75741924	145.6314704	1.530761719				
Spen	0.1489507	1.53079615	1.530612245				
Snx27	0.76051974	133.3736792	1.529268293				
Smn1	0.78119963	91.99777279	1.529200359				
Irf3	1.33540541	183.0805494	1.527676951				
Fastk	1.00594495	7.90148463	1.52753978				
1600012H06Rik	0.33040024	2.45565756	1.527244421				
Heatr5b	0.44116224	7.02783048	1.527244421				
Urod	0.18401029	0.59598068	1.526851852				
Galk2	0.81204397	122.2660324	1.523829431				
Hif1an	0.41354177	103.5592946	1.523809524				
Birc6	0.49844887	6.3827835	1.523484544				
Specc1	0.30605062	1.55685316	1.522807018				
Ppp2cb	0.5747698	55.30223087	1.52236136				
Pdcd10	0.06237834	0.25949405	1.520775623				
Vdac1	1.71786047	202.9039196	1.520775623				
Papss1	0.85539006	207.2335282	1.520432692				
Usp7	0.46411407	3.74023964	1.52040404				
1810026J23Rik	0.57199371	6.74137189	1.520325203				
Lamc1	1.1156677	18.8749675	1.519946809				
Nme4	0.58792447	117.744405	1.519616391				
Rce1	0.28602971	0.74173002	1.519148936				
Taf11	0.13625661	0.21008807	1.51875				
Mdn1	0.51090527	2.51075027	1.518607443				
Fblim1	1.07041371	32.14318029	1.518518519				
Vps4b	0.86157537	294.7951215	1.518518519				
2610034B18Rik	0.60218732	31.11546525	1.518117451				
Ssu72	1.5892585	208.1702721	1.516666667				
Bcl10	1.26011149	59.91760932	1.515679443				
Ap2s1	1.73178513	166.4181003	1.515151515				
Ctr9	0.39244218	2.56852345	1.514705882				
Trp53inp1	0.260425792	85.5557169	1.514705882				
Mthfsd	0.48806325	3.6715263	1.514285714				
Dscr3	1.60669647	44.9885681	1.513636364				
Rgp1	0.46064993	159.2335353	1.513131313				
Bcl2l12	0.37637048	1.49667412	1.51278826				
Man1a2	0.75316408	2.74134415	1.512471655				
Cse1l	1.01591422	248.1858207	1.512418301				
Arhgdib	1.28399894	40.77840606	1.512195122				
Rap1gap2	0.08372712	1.17619845	1.512195122				
Nfx1	0.38223449	3.57543755	1.510204082				
Aasdhppt	0.61031626	9.53797953	1.509677419				
Amacr	0.49693594	71.43425172	1.508865248				
Alg3	0.51674525	2.98898615	1.507974482				
Lactb2	0.48676058	2.85919325	1.507974482				
Ppp1r11	1.78760207	12.10910629	1.507936508				
Srsf1	0.19062264	0.67465062	1.506538797				
Vps33a	0.32740911	1.54697191	1.504410585				
Sbf2	0.24994931	0.51608545	1.504229323				
Alkbh3	0.58193152	32.36371488	1.503189793				
Ppp1r7	0.64448081	29.14389301	1.503189793				
Zfp869	0.62672273	6.527224	1.502104377				
Dirc2	0.94948739	59.87712102	1.501920615				
Bcap29	0.78333518	177.2325705	1.501623377				
Fbxw8	0.46970858	3.4983351	1.5				
Rpl27a	1.72806723	3.60363823	1.5				
Smarcb1	0.90418235	2.94923987	1.5				
Zdhhc13	0.51976998	102.3104276	1.498792271				
Eif2b4	0.13071251	0.25098883	1.497093023				
Zfp568	0.44095179	22.81552323	1.497093023				
Nqo2	0.75724136	8.17634731	1.496774194				
Stx5a	0.32879106	1.2326967	1.496326531				
Ttc4	0.84460529	137.22062	1.495901639				
Cars2	0.381994541	188.501767	1.495837188				
Wtip	0.33053299	2.21713363	1.494208494				
N6amt1	0.58349006	14.35726083	1.494071146				
Ntan1	0.79210038	1.57864323	1.493534483				
Nipbl	0.20151435	1.43255866	1.492811961				
Gnpda2	0.37331094	1.05179597	1.492682927				
Snhg6	1.41232994	5.69810301	1.492281304				
Pop4	0.65914281	9.55672946	1.492207139				
Il6st	0.7572764	2.31244195	1.490322581				
Bckdk	0.82639217	1.86535623	1.49				
Lipa	0.7126907	4.68178918	1.486524823				
Smurf1	0.24739523	0.46248078	1.485849057				
1110038F14Rik	0.6630492	98.24522081	1.484848485				
Fcgrt	0.75721676	47.97207482	1.484848485				
Comt	1.08008722	4.02935269	1.484375				
Siva1	1.41197703	358.925042	1.484375				
Lcmt1	0.56872463	127.6819862	1.482481061				
Cpne1	1.11925635	127.1956556	1.482127289				
Rpl10a	0.05522021	0.09868005	1.482105263				
Exosc10	0.34372671	14.5696204	1.481717687				
Polb	0.48736239	10.30091826	1.480784314				
Pofut1	0.53429432	15.2425259	1.480519481				
Ero1l	0.59136555	3.07426445	1.480406386				
Zfp326	0.21461001	1.2930574	1.479915433				
Cnih4	0.0984434	0.62882491	1.479198767				
Golim4	0.88937286	127.1048058	1.47826087				
Pibf1	0.09748166	0.20094243	1.477297896				
Ubac2	0.88504881	4.2111493	1.477203647				
Galnt10	0.83212604	19.24581148	1.476923077				
Aup1	0.93092389	10.12491229	1.476744186				
Ltv1	0.28487828	0.62085389	1.47662018				
Mga	0.86971531	26.59858276	1.476190476				
Tmem120a	1.69170208	304.3832113	1.475555556				
Dhrs4	0.52437966	2.41619558	1.47531112				
Slc30a9	0.94087788	77.25185935	1.475294118				
Cops5	1.3508855	4.73240636	1.474074074				
Slc25a20	0.79885756	26.1387117	1.473601261				
Mtrf1	0.12909957	1.35861036	1.473214286				
2310057M21Rik	0.73139258	9.55613668	1.472848789				
Max	1.14984269	120.0161249	1.471590909				
Ankra2	0.44715211	6.71831022	1.469290657				
Hectd1	0.41539689	2.04597287	1.468085106				
Hnrnpul1	0.18155364	0.89462427	1.467265725				
Actr10	1.28367598	4.25278701	1.467013889				
Acd	0.53658091	2.45735245	1.466750842				
Nceh1	0.68666918	6.97869664	1.466666667				
Pcyt1a	0.4022762	5.48408498	1.466666667				
Ddx18	0.92652647	287.5580385	1.463913043				
Kcmf1	0.07708057	0.31662704	1.462809917				
Csk	1.20869954	192.8089241	1.460526316				
Ube2z	0.71315236	20.69638111	1.46031746				
Rbbp4	1.94693294	645.7275736	1.457556936				
Ccdc50	1.22634306	3.43657426	1.457142857				
Adpgk	0.74526165	11.70189855	1.456924316				
Usp24	0.54364136	8.70535862	1.456503015				
Rbck1	0.43544961	3.19088819	1.454545455				
Ppfibp1	1.35826452	27.50798261	1.453846154				
Mapkap1	1.04526567	146.952963	1.452702703				
Ercc3	0.60532149	105.9196286	1.452198467				
Taf3	0.35620137	3.70245167	1.452119309				
Ube3b	1.20783327	193.7869481	1.451612903				
Zfp91	0.33726704	10.3776834	1.451516954				
Tbc1d7	0.92179045	7.54670653	1.450428397				
Mknk2	0.7078275	19.50847362	1.450348432				
Fam188a	1.21707365	275.9610564	1.449519231				
Fam120a	0.46288903	1.35550889	1.448979592				
Wdr33	0.25055861	0.5066237	1.448412698				
Dhx33	0.40085741	4.54892344	1.448275862				
Sart3	0.37140997	6.03713458	1.447245565				
Glud1	1.37007741	190.752046	1.447004608				
Hook3	0.55444781	3.14134673	1.446666667				
Tmem5	1.1278864	4.07580574	1.445652174				
Trak2	0.64436675	26.8103604	1.445299145				
Carm1	0.25066898	3.95291199	1.445269017				
Nktr	0.568596409	343.784424	1.444487578				
Anapc5	0.91241133	18.59649491	1.444444444				
Arf3	1.65704462	340.593293	1.443438914				
Acyp1	0.56685564	76.19268416	1.443317972				
Emb	0.513070961	133.952195	1.442602041				
Fam126a	0.60751268	6.37745483	1.441956882				
Seh1l	1.52609247	407.3767996	1.44137931				
Chic2	0.09386336	0.05792289	1.440935673				
Chpt1	0.23460744	1.24949358	1.44047619				
Ddx28	0.07935343	0.97820753	1.440329218				
Arfip1	1.40416607	204.5929759	1.44004065				
Dpp9	0.42037689	4.47008783	1.44				
Pqlc3	0.65032382	125.4211036	1.437911025				
Myo9a	0.42654464	63.88276023	1.436335404				
Xpo7	0.6506617	112.7202443	1.435555556				
Axin1	0.42416232	77.07616677	1.434108527				
Ide	0.73565948	115.7710216	1.434108527				
Mmadhc	1.3005193	13.61036567	1.433928571				
Uimc1	0.26437961	2.43284818	1.433403805				
Rpl23	0.963104394	327.481142	1.4329806				
1700020I14Rik	0.96317094	4.11888898	1.432098765				
Ubqln4	0.75968441	148.1507439	1.432098765				
Samd4b	0.46104254	3.69381129	1.43115942				
Xpot	0.64923442	253.1959907	1.431153846				
Fkbp3	0.9599863	8.18621871	1.430976431				
Snrnp48	0.20658963	1.70317845	1.43				
Mapre2	0.71525076	3.78255916	1.429691877				
Dhx9	0.14031759	0.6474518	1.429587482				
9430016H08Rik	0.49766666	2.0444065	1.429065744				
Psmd5	2.02163615	242.535644	1.428571429				
Zfyve20	0.595425678	342.688324	1.428571429				
Ccrn4l	0.65542813	100.4254922	1.427790788				
Actr6	0.31228793	2.09258267	1.426829268				
Ube4b	0.7733961	112.2377307	1.425730994				
Commd4	0.44264056	1.51121553	1.425641026				
D3Ertd254e	0.4861438	16.59758662	1.425454545				
Ipo8	0.36474009	82.02136403	1.425249169				
Tnrc6a	0.21362757	0.47450014	1.424019608				
Slu7	0.54047505	1.21716718	1.422924901				
Uhrf1bp1l	0.54957362	4.7287867	1.422924901				
Twf2	0.52939632	8.99008693	1.422569028				
Tgif1	0.79804777	112.6794611	1.422136422				
Clcn7	0.78316448	107.0970861	1.421960784				
Cox7a2l	1.58144748	8.85504536	1.421428571				
Ndufv2	1.36466279	2.03727609	1.421428571				
Eef2k	0.5019787	156.6915986	1.420991926				
Hexb	0.51393693	2.57590251	1.420765027				
Fbxo42	0.49003597	6.16825311	1.420689655				
Sepn1	0.50219035	2.90960852	1.420502901				
Abhd4	1.60673536	288.2634228	1.41991342				
Cmtm6	0.34462638	17.57638231	1.419763514				
Mfsd8	0.20490057	2.75088978	1.41923436				
Med21	0.95565625	25.22601309	1.419135802				
Ptprg	0.39081395	1.512797	1.418478261				
Gpx7	0.8603853	22.00869216	1.418386492				
Slk	0.30827199	1.041608	1.417829457				
Phc3	0.27772914	2.09952955	1.417655434				
Ppil4	0.30486287	2.45124864	1.416204691				
Naa38	0.46407896	0.98271143	1.413953488				
Tmod3	0.79933068	75.55615125	1.413806706				
C1qtnf6	0.66799806	4.01064885	1.413461538				
Tmem219	0.63116104	4.36169341	1.413043478				
Cdk13	0.57736056	7.050498	1.411764706				
Impa1	0.65768892	4.67965789	1.411764706				
Nfat5	0.51104349	3.91871571	1.411764706				
Wapal	0.72255757	8.05191848	1.409932992				
Itpkc	0.13350753	1.60544145	1.40942928				
Bet1l	0.49612239	2.17852883	1.408				
Gtf3c4	0.27375424	2.29560773	1.406976744				
Eaf1	0.33373399	1.5277721	1.406862745				
Psme4	0.55365779	18.54859325	1.405714286				
Luc7l	0.35549838	0.89721255	1.405667702				
Txnl1	1.08692786	10.06319062	1.40530303				
Mrps11	1.10126206	31.88721595	1.404802744				
Ppm1a	0.98674544	190.5994733	1.40440598				
Magoh	0.46463475	1.34375844	1.400921659				
Znrd1as	0.05641673	0.52367801	1.4				
Gm5617	0.55597031	82.86071463	1.398601399				
Rpf2	0.74029239	32.45858364	1.398305085				
Abr	0.12740986	0.209587	1.396853147				
Kpna6	0.37490345	1.20001429	1.395587076				
Nagpa	0.532748677	520.114442	1.395432692				
Zdhhc7	0.44542339	140.5629786	1.395				
Rpf1	0.48294766	118.7508625	1.3932				
Lrrc57	0.16418582	0.70421979	1.393110436				
Grb2	0.50000016	12.83279188	1.392857143				
Hadh	0.65906984	2.96381176	1.392179636				
Chd1	0.54168573	172.1540188	1.392156863				
Med20	0.85533598	170.9567444	1.391162029				
Pdik1l	0.0463522	0.33124123	1.389705882				
Ehmt2	0.47123399	5.27836845	1.388888889				
Gt(ROSA)26Sor	0.28432013	2.64710752	1.388888889				
Tnks2	0.35611697	0.67381303	1.388586957				
Bbx	0.66506939	28.55917718	1.387883556				
Trim59	0.36297281	9.88338047	1.387351779				
Aggf1	1.01074773	222.744172	1.387109375				
Usp8	0.61049898	3.85447361	1.386214863				
Arhgef5	0.2996192	2.5646599	1.383986928				
Ccnd3	1.30724881	231.2984915	1.382575758				
Dnajc13	0.1778836	0.62096766	1.380952381				
Ubac1	0.8185994	105.7942523	1.379790941				
Fbxo28	0.74288741	35.64653181	1.379179331				
Zfand5	0.60458248	62.94279497	1.378881988				
Nsd1	1.61395339	197.3355483	1.37755102				
Pitrm1	1.00838379	155.4865795	1.377489177				
Usp34	0.2185289	0.70578726	1.375603335				
Mrpl42	1.96222034	15.80677914	1.375				
Ndufb10	1.35968562	58.76918707	1.375				
Sh3d19	0.86547675	128.1522977	1.374758033				
Marcks	0.67282216	15.06578278	1.373626374				
Suds3	0.85763395	160.2293042	1.371659919				
Tmem106a	0.57692086	25.90528523	1.371191136				
Stau1	0.53863606	4.25405743	1.370454545				
Bmpr1a	0.58051414	4.55667053	1.369811321				
Map3k7	0.85711284	125.7443862	1.368979592				
Ttc27	0.07178794	0.23738578	1.366071429				
Dmwd	0.52117522	3.04256481	1.365501166				
Coq2	0.79155265	2.2549054	1.364779874				
Trim44	0.38503712	0.94990413	1.364253394				
Yrdc	0.65253504	7.18371769	1.364073777				
Aff4	0.27848396	17.97449579	1.363235294				
Tmem64	0.450490662	641.993074	1.363137255				
Tor1aip1	0.69446559	11.16457276	1.360769231				
Pxmp4	0.30107419	3.06627773	1.360677083				
Mfsd5	1.48206307	176.5400188	1.360294118				
Bdp1	0.7858579	45.63182296	1.36				
Lancl1	0.66469151	3.58429242	1.36				
Cpne3	1.12382993	198.6195118	1.359408953				
Hddc2	0.95639955	164.1659697	1.358695652				
Gpn3	0.74036198	4.7044272	1.357226792				
Ppil3	0.50716999	10.63413052	1.357142857				
Taok2	0.41006561	73.07057567	1.357073171				
Gars	1.66229978	26.54051474	1.355072464				
Pex6	0.14198491	0.96142796	1.354309166				
Rnh1	1.32446593	98.72662323	1.354166667				
Cpd	0.44815388	2.16568679	1.353962264				
Slit2	0.33372067	1.95975997	1.353769677				
Sf1	0.81082257	125.3309745	1.352700491				
Cs	1.70975212	154.8296922	1.351648352				
Msl3l2	0.15913248	5.58811328	1.348214286				
Memo1	0.95285473	135.5243173	1.346938776				
Ppp3r1	1.23119541	363.1158739	1.34551495				
Dpy19l3	0.54227429	180.4797761	1.345384615				
Tysnd1	0.4864994	1.63666224	1.344098424				
Stx7	1.31182963	114.0123253	1.342657343				
Qars	0.60836533	76.74559602	1.34164777				
Hipk1	0.43950046	2.6682111	1.341463415				
Sf3a1	0.49214844	13.43805008	1.341463415				
Dcun1d2	0.41669105	1.44489678	1.34125				
Gpbp1	0.34479039	1.19580712	1.340425532				
Slc35b4	0.60036769	317.299731	1.340425532				
Wbp4	0.7721082	6.3534238	1.340425532				
Rhob	1.03509711	279.519198	1.336206897				
Prkcd	0.27705258	0.44683239	1.335832084				
Rhou	0.50560482	5.08400068	1.335613315				
Kdm3a	0.34515294	100.4207294	1.335326087				
Slc12a2	0.10931418	0.18787768	1.334918478				
Tk2	0.33720085	2.96574887	1.333912288				
Spg21	0.93409644	1.69089508	1.333333333				
Tmem192	1.05559617	84.16342629	1.333333333				
B3gnt1	0.27069053	1.01625696	1.333204334				
Iah1	0.59780742	7.67206233	1.332692308				
Nxf1	1.05117325	63.26952502	1.33256705				
Tmem208	0.85169239	2.52756274	1.332352941				
Atp1b1	0.13033694	0.74078261	1.332298137				
Oaf	1.19286903	98.26196844	1.331738437				
Cpt2	0.5009161	2.35140012	1.33095952				
Ahcyl1	0.20750063	5.44957773	1.330578512				
Snhg8	0.53494846	1.59134081	1.330564784				
Akr1e1	1.02009153	164.8680112	1.328740911				
Samhd1	1.04640677	288.6632077	1.328571429				
Ttc14	0.28094546	1.96055256	1.328185328				
Nudt16l1	0.58901341	204.5544516	1.327831958				
Mrps24	1.9134484	152.5941389	1.325714286				
Ppp2r1a	1.75351482	203.1980516	1.324324324				
Echdc2	0.63850752	12.40527066	1.324074074				
Pts	0.64818372	102.4992469	1.322115385				
Fyn	0.63356359	4.26651608	1.32183908				
Cdc42se1	0.43829791	36.87599811	1.32				
Cnnm2	0.07009082	2.77328486	1.32				
Mcrs1	0.25731903	1.22284374	1.32				
Ccdc90b	0.39063818	1.71286851	1.319298246				
Pigx	0.33204901	0.57338749	1.318918919				
Ap3b1	0.6922077	408.3270234	1.31871118				
Dtd1	0.37951215	3.27088595	1.31826742				
Pcsk7	0.52570066	4.07716112	1.317073171				
Ykt6	1.19484058	20.15886223	1.316756757				
Pdlim5	1.28232115	177.651876	1.315689981				
Tmem126b	0.51721513	4.46242162	1.315185185				
Rnpep	0.92619523	139.0156391	1.315049226				
Xpa	0.24685085	6.54528551	1.313131313				
Limk2	0.62298375	3.61738786	1.311964067				
Ppap2c	1.16474179	128.1420223	1.310790274				
Srek1ip1	0.41544222	7.10882306	1.31037037				
Fxn	0.51972702	30.76911885	1.310344828				
Ip6k1	0.65534011	4.63553743	1.30994152				
Fam20b	0.5306837	2.47867192	1.309443099				
Syde1	0.8622116	204.7028634	1.307723089				
Vps26b	0.65282334	142.2471508	1.306826707				
Nupl2	0.35814763	7.70539087	1.306284018				
Pex3	0.46635278	119.4842874	1.306046512				
Mapre1	1.15479235	5.32786053	1.305555556				
Flii	0.8650945	5.48232874	1.305418719				
Armc1	0.62867989	21.40163264	1.305084746				
Timm8b	0.45379285	1.47851838	1.304347826				
Fam26e	0.43245619	27.48057816	1.303703704				
Ogfod1	0.67727688	3.56078687	1.303385417				
Crk	0.7152154	1.08436012	1.303287982				
Rabep1	0.45494226	6.8227417	1.302083333				
Decr1	0.57632501	14.71087199	1.301886792				
Dnajc5	0.54670683	3.28178235	1.301886792				
Nynrin	0.25726659	2.17242179	1.298136646				
Lpgat1	0.77316206	131.7851305	1.29787234				
Golga4	0.75800225	31.12230426	1.296296296				
Rpp30	1.10456359	119.0855343	1.296167247				
Lactb	0.34690102	1.28513069	1.296150825				
4833439L19Rik	1.48387855	274.8242819	1.295918367				
Mnat1	0.26899207	1.61323323	1.29510826				
Med6	0.67235978	155.830453	1.294857566				
